股票代号,股票名,最高,今开,涨停,成交量,最低,昨收,跌停,成交额,量比,换手,市盈率(动),市盈率(TTM),委比,振幅,市盈率(静),市净率,每股收益,股息(TTM),总股本,总市值,每股净资产,股息率(TTM),流通股,流通值,52周最高,52周最低,货币单位
SH600239,云南城投,3.63,3.55,3.89,64.39万手,3.40,3.54,3.19,2.27亿,0.68,4.01%,亏损,亏损,-17.27%,6.50%,亏损,2.70,-1.57,0.00,16.06亿,56.36亿,1.30,0.00%,16.06亿,56.36亿,3.97,2.34,CNY
SH601595,上海电影,15.30,14.28,15.79,10.22万手,14.20,14.35,12.92,1.51亿,2.75,2.74%,亏损,280.59,-49.70%,7.67%,41.10,2.33,0.05,0.11,3.74亿,56.36亿,6.47,0.75%,3.74亿,56.36亿,21.60,10.95,CNY
SH601010,文峰股份,3.09,3.07,3.39,35791手,3.04,3.08,2.77,1095.53万,0.69,0.19%,62.92,21.38,2.04%,1.62%,16.86,1.18,0.14,0.09,18.48亿,56.36亿,2.59,2.95%,18.48亿,56.36亿,3.92,2.61,CNY
SH600503,华丽家族,3.77,3.73,4.15,88.20万手,3.51,3.77,3.39,3.19亿,0.71,5.50%,12.41,17.58,46.41%,6.90%,28.70,1.39,0.20,0.02,16.02亿,56.40亿,2.54,0.51%,16.02亿,56.40亿,4.15,2.81,CNY
SH600378,昊华科技,19.62,19.62,21.47,47357手,18.64,19.52,17.57,9032.00万,0.67,1.59%,44.33,32.26,41.27%,5.02%,32.41,2.81,0.59,0.18,8.97亿,170.18亿,6.75,0.93%,2.97亿,56.41亿,24.51,11.55,CNY
SH603777,来伊份,17.25,17.08,18.80,98239手,16.50,17.09,15.38,1.66亿,0.56,2.92%,19.44,303.48,-14.33%,4.39%,548.95,3.10,0.06,0.10,3.39亿,56.93亿,5.42,0.60%,3.37亿,56.51亿,19.45,8.92,CNY
SH600251,冠农股份,7.35,6.65,7.35,65.90万手,6.51,6.68,6.01,4.75亿,1.90,8.40%,39.97,33.80,-77.61%,12.57%,33.30,2.54,0.21,0.00,7.85亿,56.51亿,2.83,0.00%,7.85亿,56.51亿,7.50,4.75,CNY
SZ000793,华闻集团,2.98,2.97,3.26,26.81万手,2.86,2.96,2.66,7811.14万,1.46,1.38%,亏损,2548.25,43.13%,4.05%,55.57,1.12,0.00,0.00,19.97亿,58.12亿,2.60,0.00%,19.43亿,56.53亿,3.87,2.72,CNY
SH600268,国电南自,9.89,9.89,10.88,69.73万手,8.90,9.89,8.90,6.43亿,0.90,10.98%,亏损,123.99,-100.00%,10.01%,109.97,2.69,0.07,0.05,6.95亿,61.88亿,3.31,0.56%,6.35亿,56.54亿,13.55,4.11,CNY
SZ000665,湖北广电,5.99,5.50,6.00,71.57万手,5.45,5.45,4.91,4.05亿,4.84,7.29%,亏损,亏损,-27.05%,9.91%,54.95,0.87,-0.02,0.03,9.82亿,56.56亿,6.65,0.52%,9.82亿,56.55亿,7.86,4.17,CNY
SH603869,新智认知,11.31,11.31,12.43,26314手,11.06,11.30,10.17,2941.83万,0.70,0.52%,亏损,85.84,-46.54%,2.21%,26.34,1.47,0.13,0.00,5.05亿,56.55亿,7.62,0.00%,5.05亿,56.55亿,13.87,9.05,CNY
SZ002636,金安国纪,8.03,8.02,8.76,39149手,7.80,7.96,7.16,3092.89万,0.50,0.54%,41.90,34.73,45.04%,2.89%,36.55,2.11,0.23,0.00,7.28亿,57.08亿,3.71,0.00%,7.23亿,56.69亿,11.49,7.03,CNY
SZ002249,大洋电机,3.53,3.47,3.82,14.22万手,3.43,3.47,3.12,4938.41万,0.91,0.87%,88.00,83.68,-6.53%,2.88%,153.09,1.14,0.04,0.00,23.66亿,82.08亿,3.04,0.00%,16.37亿,56.82亿,4.93,3.11,CNY
SZ300397,天和防务,38.86,38.41,42.41,88189手,36.78,38.55,34.70,3.31亿,0.81,5.73%,89.89,99.46,-49.55%,5.40%,102.05,7.62,0.37,0.07,2.40亿,88.56亿,4.84,0.20%,1.54亿,56.83亿,58.98,17.40,CNY
SH603698,航天工程,10.86,10.86,11.86,11173手,10.53,10.78,9.70,1191.36万,0.67,0.21%,亏损,58.52,19.57%,3.06%,36.62,2.06,0.18,0.09,5.36亿,56.87亿,5.14,0.82%,5.36亿,56.87亿,15.48,10.05,CNY
SH603919,金徽酒,12.48,12.34,13.57,12.84万手,11.86,12.34,11.11,1.55亿,1.67,2.71%,26.37,27.83,15.75%,5.02%,22.55,2.35,0.43,0.19,5.07亿,61.02亿,5.12,1.55%,4.73亿,56.93亿,14.99,8.99,CNY
SZ300101,振芯科技,10.75,10.32,11.35,18.26万手,10.12,10.32,9.29,1.91亿,0.99,3.32%,313.42,992.48,13.27%,6.10%,1258.68,6.19,0.01,0.00,5.58亿,57.73亿,1.67,0.00%,5.51亿,56.94亿,14.19,8.18,CNY
SH600975,新五丰,8.95,8.88,9.77,12.75万手,8.63,8.88,7.99,1.12亿,0.65,1.95%,14.19,29.52,-65.25%,3.60%,90.12,4.50,0.30,0.03,6.53亿,57.04亿,1.94,0.34%,6.53亿,57.04亿,13.49,5.80,CNY
SZ300401,花园生物,12.79,12.77,14.03,77526手,12.35,12.75,11.48,9723.50万,0.78,1.69%,24.27,21.61,-14.91%,3.45%,17.35,3.31,0.58,0.00,4.79亿,59.62亿,3.76,0.00%,4.59亿,57.10亿,21.65,10.13,CNY
SZ002238,天威视讯,9.58,9.58,10.56,76683手,9.21,9.60,8.64,7151.65万,1.21,1.24%,38.78,33.42,68.50%,3.85%,30.32,2.13,0.28,1.00,6.17亿,57.11亿,4.35,10.81%,6.17亿,57.11亿,11.34,6.55,CNY
SZ300672,国科微,53.88,49.98,54.87,58029手,49.72,49.88,44.89,2.99亿,1.42,5.30%,亏损,257.41,48.93%,8.34%,138.11,8.34,0.20,0.10,1.80亿,94.09亿,6.25,0.19%,1.10亿,57.13亿,69.98,26.53,CNY
SH600831,广电网络,8.05,7.90,8.05,94.38万手,7.41,7.32,6.59,7.29亿,5.51,13.29%,亏损,亏损,100.00%,8.74%,亏损,1.58,-0.24,0.00,7.10亿,57.19亿,5.10,0.00%,7.10亿,57.19亿,12.84,6.38,CNY
SH600611,大众交通,3.77,3.74,4.14,14.10万手,3.65,3.76,3.38,5227.65万,1.11,0.90%,亏损,17.16,25.09%,3.19%,8.82,0.93,0.21,0.13,23.64亿,86.53亿,3.92,3.42%,15.63亿,57.22亿,4.63,3.23,CNY
SH601700,风范股份,5.24,5.23,5.74,12.81万手,4.98,5.22,4.70,6542.98万,1.41,1.13%,83.16,亏损,25.14%,4.98%,亏损,2.34,-0.26,0.00,11.33亿,57.23亿,2.16,0.00%,11.33亿,57.23亿,8.23,4.88,CNY
SZ000683,远兴能源,1.66,1.65,1.83,32.23万手,1.60,1.66,1.49,5219.01万,1.37,0.91%,亏损,16.79,-17.05%,3.61%,9.38,0.62,0.10,0.00,39.24亿,63.18亿,2.59,0.00%,35.55亿,57.23亿,2.97,1.60,CNY
SZ002936,郑州银行,3.85,3.84,4.24,81055手,3.81,3.85,3.47,3101.91万,1.20,0.54%,5.15,6.77,-38.11%,1.04%,6.87,0.70,0.56,0.10,59.22亿,225.63亿,5.42,2.63%,15.06亿,57.37亿,5.29,3.73,CNY
SZ000601,韶能股份,5.40,5.40,5.94,11.91万手,5.20,5.40,4.86,6308.86万,1.90,1.10%,17.97,15.49,-30.01%,3.70%,14.33,1.19,0.34,0.25,10.81亿,57.49亿,4.47,4.70%,10.80亿,57.45亿,8.38,3.98,CNY
SH603018,中设集团,12.93,12.83,14.15,85084手,12.43,12.86,11.57,1.08亿,1.07,1.85%,24.39,11.58,-16.16%,3.89%,11.20,1.98,1.08,0.25,4.64亿,58.00亿,6.30,2.00%,4.60亿,57.45亿,15.25,8.80,CNY
SZ002869,金溢科技,61.07,61.03,66.55,18729手,59.30,60.50,54.45,1.12亿,0.50,1.94%,16.48,7.38,-80.22%,2.93%,8.22,3.54,8.09,2.18,1.21亿,71.94亿,16.87,3.65%,9636.82万,57.52亿,89.98,26.18,CNY
SH603267,鸿远电子,53.37,52.67,58.09,30445手,50.75,52.81,47.53,1.58亿,0.80,2.71%,28.96,31.67,1.44%,4.96%,30.34,3.92,1.61,0.51,1.65亿,84.54亿,13.06,1.00%,1.13亿,57.53亿,73.50,40.60,CNY
SZ000982,*ST中绒,1.36,1.34,1.42,65866手,1.32,1.35,1.28,884.87万,0.80,0.15%,835.54,亏损,-0.43%,2.96%,亏损,5.19,-0.59,0.00,42.62亿,57.54亿,0.26,0.00%,42.62亿,57.54亿,2.34,1.25,CNY
SH601696,中银证券,21.96,21.30,23.84,49.45万手,20.70,21.67,19.50,10.56亿,0.68,17.79%,44.19,68.92,-92.98%,5.81%,72.04,3.97,0.30,0.03,27.78亿,575.05亿,5.21,0.14%,2.78亿,57.55亿,25.03,6.56,CNY
SH600736,苏州高新,5.14,5.10,5.61,10.19万手,5.00,5.10,4.59,5144.05万,1.44,0.89%,231.88,26.26,-14.51%,2.75%,16.32,0.87,0.19,0.05,11.51亿,57.68亿,5.78,1.04%,11.51亿,57.68亿,9.23,4.51,CNY
SZ300159,新研股份,4.22,4.16,4.58,21.53万手,4.07,4.16,3.74,8935.82万,0.64,1.54%,亏损,亏损,37.14%,3.61%,亏损,1.51,-1.30,0.00,14.90亿,61.55亿,2.74,0.00%,13.97亿,57.70亿,5.51,3.08,CNY
SZ002047,宝鹰股份,4.75,4.69,5.15,10.97万手,4.55,4.68,4.21,5069.49万,0.79,0.87%,88.55,43.43,30.23%,4.27%,29.34,1.49,0.11,0.00,13.41亿,61.30亿,3.06,0.00%,12.63亿,57.72亿,7.05,4.00,CNY
SZ002534,杭锅股份,8.23,8.17,9.00,41778手,7.83,8.18,7.36,3317.91万,1.83,0.57%,22.56,17.13,31.41%,4.89%,15.99,1.78,0.46,0.40,7.39亿,58.54亿,4.45,5.05%,7.33亿,58.05亿,8.50,5.90,CNY
SZ300143,盈康生命,11.82,11.76,12.97,84082手,11.29,11.79,10.61,9688.03万,0.69,1.64%,亏损,亏损,-12.28%,4.50%,亏损,4.66,-1.31,0.00,5.46亿,61.85亿,2.43,0.00%,5.13亿,58.11亿,14.11,7.48,CNY
SZ002168,惠程科技,7.48,7.47,8.25,54404手,7.26,7.50,6.75,4011.86万,0.77,0.68%,52.99,43.13,-4.96%,2.93%,43.48,3.18,0.17,0.00,8.02亿,58.70亿,2.30,0.00%,7.95亿,58.16亿,9.94,6.49,CNY
SH600756,浪潮软件,18.54,18.49,20.49,51170手,17.86,18.63,16.77,9280.31万,1.01,1.58%,亏损,407.56,-0.07%,3.65%,210.91,2.40,0.04,0.03,3.24亿,58.18亿,7.49,0.17%,3.24亿,58.18亿,29.25,17.03,CNY
SZ300083,劲胜智能,4.94,4.92,5.43,46.94万手,4.60,4.94,4.45,2.23亿,0.92,3.81%,120.17,372.65,20.09%,6.88%,537.10,2.45,0.01,0.00,14.31亿,67.54亿,1.93,0.00%,12.33亿,58.21亿,6.76,2.53,CNY
SZ002665,首航高科,2.67,2.66,2.93,25.31万手,2.57,2.66,2.39,6583.65万,1.54,1.12%,361.51,124.17,18.37%,3.76%,88.28,0.99,0.02,0.00,25.39亿,65.50亿,2.60,0.00%,22.56亿,58.21亿,4.73,2.57,CNY
SZ002837,英维克,38.98,38.08,41.97,22488手,36.95,38.15,34.34,8510.85万,0.71,1.46%,192.96,49.37,-84.32%,5.32%,50.79,9.71,0.77,0.23,2.15亿,81.31亿,3.90,0.61%,1.54亿,58.30亿,53.99,14.19,CNY
SZ002768,国恩股份,34.19,33.92,37.30,82322手,32.83,33.91,30.52,2.75亿,0.76,4.66%,21.96,21.39,73.33%,4.01%,22.60,3.60,1.54,0.10,2.71亿,89.51亿,9.16,0.30%,1.77亿,58.31亿,60.78,21.18,CNY
SH600425,青松建化,4.54,4.40,4.85,75.40万手,4.23,4.41,3.97,3.30亿,0.92,5.47%,亏损,26.77,32.50%,7.03%,26.45,1.27,0.16,0.00,13.79亿,58.32亿,3.32,0.00%,13.79亿,58.32亿,4.65,3.04,CNY
SH600508,上海能源,8.18,7.98,8.78,54174手,7.94,7.98,7.18,4377.70万,3.12,0.75%,6.39,10.42,-30.02%,3.01%,10.15,0.57,0.77,0.24,7.23亿,58.32亿,14.03,2.96%,7.23亿,58.32亿,9.88,7.61,CNY
SZ300322,硕贝德,16.04,15.90,17.49,60126手,15.57,15.90,14.31,9496.41万,0.71,1.62%,269.78,79.23,42.21%,2.96%,68.72,9.63,0.20,0.04,4.07亿,63.82亿,1.63,0.26%,3.72亿,58.41亿,28.03,11.79,CNY
SZ000797,中国武夷,3.85,3.75,4.15,64538手,3.70,3.77,3.39,2426.33万,0.68,0.41%,50.94,17.18,-7.69%,3.98%,16.36,1.11,0.22,0.05,15.72亿,58.77亿,3.36,1.34%,15.63亿,58.45亿,4.32,3.03,CNY
SH600868,梅雁吉祥,3.12,3.11,3.42,13.92万手,3.05,3.11,2.80,4284.76万,0.72,0.73%,578.40,101.59,24.08%,2.25%,103.17,2.52,0.03,0.01,18.98亿,58.46亿,1.22,0.33%,18.98亿,58.46亿,4.09,2.72,CNY
SZ300497,富祥药业,16.88,16.70,18.49,10.68万手,15.83,16.81,15.13,1.73亿,1.10,2.98%,22.38,22.31,28.20%,6.25%,24.53,4.32,0.73,0.13,4.60亿,75.01亿,3.78,0.77%,3.58亿,58.47亿,19.43,8.18,CNY
SH601028,玉龙股份,7.55,7.50,8.27,36770手,7.40,7.52,6.77,2743.47万,0.71,0.47%,69.41,118.52,-74.21%,1.99%,286.51,2.80,0.06,0.00,7.83亿,58.49亿,2.67,0.00%,7.83亿,58.49亿,7.79,4.45,CNY
SH600971,恒源煤电,4.93,4.91,5.40,45274手,4.86,4.91,4.42,2213.04万,1.25,0.38%,7.33,5.37,9.38%,1.43%,5.19,0.65,0.91,0.35,12.00亿,58.56亿,7.50,7.17%,12.00亿,58.56亿,6.21,4.47,CNY
SH603323,苏农银行,4.35,4.34,4.79,11.77万手,4.29,4.35,3.92,5082.45万,1.25,0.86%,7.99,8.27,-0.36%,1.38%,8.49,0.65,0.52,0.15,18.03亿,77.53亿,6.58,3.49%,13.62亿,58.57亿,5.77,4.28,CNY
SH603108,润达医疗,10.34,10.27,11.28,52663手,10.08,10.25,9.23,5364.90万,0.75,0.91%,46.31,21.48,-12.20%,2.54%,18.97,2.10,0.47,0.00,5.80亿,58.71亿,4.82,0.00%,5.80亿,58.71亿,12.85,8.34,CNY
SZ002610,爱康科技,1.38,1.30,1.42,85.30万手,1.30,1.29,1.16,1.14亿,1.31,1.94%,193.10,亏损,-37.91%,6.20%,亏损,1.46,-0.36,0.00,44.88亿,60.14亿,0.92,0.00%,43.86亿,58.78亿,2.08,1.27,CNY
SH600775,南京熊猫,8.96,8.39,9.22,31.06万手,8.30,8.38,7.54,2.68亿,3.78,4.62%,亏损,亏损,-28.45%,7.88%,151.85,2.35,0.00,0.02,9.14亿,79.96亿,3.73,0.20%,6.72亿,58.79亿,16.82,7.49,CNY
SZ002570,贝因美,5.96,5.91,6.48,24.10万手,5.71,5.89,5.30,1.41亿,0.50,2.36%,113.47,亏损,17.18%,4.24%,亏损,3.40,-0.10,0.00,10.23亿,58.79亿,1.69,0.00%,10.22亿,58.79亿,7.48,4.45,CNY
SZ002623,亚玛顿,38.50,38.50,41.49,44531手,36.10,37.72,33.95,1.64亿,0.87,2.79%,110.43,亏损,70.18%,6.36%,亏损,2.79,-0.39,0.00,1.60亿,58.98亿,13.21,0.00%,1.60亿,58.82亿,51.00,12.76,CNY
SH600363,联创光电,13.46,13.31,14.70,56094手,13.04,13.36,12.02,7427.26万,0.91,1.26%,71.63,31.68,60.47%,3.14%,30.28,2.24,0.42,0.04,4.43亿,59.03亿,5.95,0.34%,4.43亿,59.03亿,16.76,8.46,CNY
SH600710,苏美达,4.66,4.66,5.09,71052手,4.50,4.63,4.17,3243.39万,0.77,0.54%,18.72,13.55,64.38%,3.46%,13.40,1.21,0.33,0.10,13.07亿,59.07亿,3.74,2.26%,13.07亿,59.07亿,7.24,4.28,CNY
SH600452,涪陵电力,19.49,19.25,21.15,32803手,18.80,19.23,17.31,6238.58万,0.86,1.05%,13.93,14.55,-27.34%,3.59%,14.89,3.00,1.30,0.22,3.14亿,59.08亿,6.29,1.17%,3.14亿,59.08亿,22.70,14.43,CNY
SZ300659,中孚信息,57.06,56.96,62.40,27188手,54.02,56.73,51.06,1.50亿,0.98,2.52%,亏损,106.88,-37.25%,5.36%,93.28,21.26,0.51,0.13,2.12亿,116.52亿,2.58,0.23%,1.08亿,59.16亿,65.94,19.82,CNY
SZ000700,模塑科技,7.83,7.76,8.57,40.28万手,7.27,7.79,7.01,3.03亿,0.88,4.99%,亏损,亏损,60.00%,7.19%,65.52,2.59,-0.13,0.13,9.17亿,67.31亿,2.83,1.77%,8.07亿,59.24亿,16.50,3.12,CNY
SH600724,宁波富达,4.33,4.27,4.76,14.83万手,4.10,4.33,3.90,6209.04万,1.12,1.03%,44.96,16.55,52.57%,5.31%,12.16,2.01,0.25,0.27,14.45亿,59.25亿,2.04,6.58%,14.45亿,59.24亿,5.47,2.80,CNY
SZ002589,瑞康医药,5.25,5.23,5.75,10.29万手,5.18,5.23,4.71,5363.32万,0.92,0.90%,20.46,亏损,-8.69%,1.34%,亏损,1.07,-0.68,0.00,15.05亿,78.24亿,4.84,0.00%,11.40亿,59.27亿,9.27,5.01,CNY
SH600556,天下秀,17.45,17.37,19.12,15.46万手,16.49,17.38,15.64,2.62亿,0.69,4.43%,127.92,103.49,35.28%,5.52%,110.47,27.87,0.16,0.02,16.80亿,285.67亿,0.61,0.09%,3.49亿,59.29亿,21.75,7.11,CNY
SH600231,凌钢股份,2.15,2.14,2.35,40960手,2.13,2.14,1.93,876.74万,1.21,0.15%,332.47,16.31,-18.52%,0.93%,13.87,0.76,0.13,0.05,27.71亿,59.30亿,2.80,2.29%,27.71亿,59.30亿,3.41,2.05,CNY
SH600478,科力远,3.73,3.67,4.05,11.44万手,3.64,3.68,3.31,4211.42万,1.35,0.71%,亏损,亏损,8.98%,2.45%,亏损,2.47,-0.21,0.00,16.53亿,61.17亿,1.50,0.00%,16.04亿,59.35亿,6.48,3.63,CNY
SZ002662,京威股份,4.07,4.07,4.97,20.70万手,4.07,4.52,4.07,8425.39万,0.15,1.42%,958.55,亏损,-100.00%,0.00%,亏损,2.00,-1.32,0.00,15.00亿,61.05亿,2.04,0.00%,14.59亿,59.38亿,4.92,1.99,CNY
SZ000639,西王食品,5.92,5.85,6.56,29.72万手,5.50,5.96,5.36,1.69亿,0.84,2.76%,19.20,亏损,59.75%,7.05%,亏损,1.62,-0.71,0.00,10.79亿,59.58亿,3.41,0.00%,10.76亿,59.41亿,6.83,3.60,CNY
SH603186,华正新材,48.20,48.02,53.08,29233手,45.83,48.25,43.43,1.36亿,0.75,2.26%,84.27,56.64,-54.79%,4.91%,58.19,7.82,0.81,0.17,1.29亿,59.44亿,5.88,0.37%,1.29亿,59.44亿,69.66,25.11,CNY
SZ300468,四方精创,32.99,32.87,36.16,56579手,31.59,32.87,29.58,1.82亿,0.80,3.02%,209.02,67.11,-25.34%,4.26%,62.38,5.38,0.47,0.15,1.89亿,60.04亿,5.91,0.47%,1.87亿,59.44亿,48.85,14.99,CNY
SZ300768,迪普科技,43.04,42.60,47.05,17604手,41.21,42.77,38.49,7392.50万,0.64,1.23%,104.63,67.67,-71.16%,4.28%,65.72,9.54,0.61,0.13,4.00亿,165.92亿,4.35,0.30%,1.43亿,59.45亿,52.90,30.14,CNY
SZ300020,银江股份,9.76,9.61,10.59,11.60万手,9.49,9.63,8.67,1.12亿,0.56,1.89%,28.56,44.04,-10.16%,2.80%,42.70,1.90,0.22,0.03,6.56亿,63.55亿,5.10,0.31%,6.14亿,59.50亿,11.28,7.45,CNY
SZ300751,迈为股份,212.99,208.01,229.36,9782手,204.80,208.51,187.66,2.04亿,1.02,3.38%,41.28,43.04,46.43%,3.93%,43.27,7.54,4.79,1.00,5200.00万,107.12亿,27.32,0.48%,2891.89万,59.57亿,228.00,108.18,CNY
SH600657,信达地产,3.97,3.94,4.35,85917手,3.88,3.95,3.56,3369.80万,1.08,0.56%,5.72,3.98,15.60%,2.28%,4.82,0.50,0.98,0.10,28.52亿,111.51亿,7.84,2.56%,15.24亿,59.60亿,4.40,3.05,CNY
SH600012,皖通高速,5.19,5.18,5.71,13029手,5.12,5.19,4.67,670.97万,0.93,0.11%,亏损,10.88,-28.36%,1.35%,7.75,0.79,0.47,0.23,16.59亿,85.09亿,6.46,4.48%,11.66亿,59.80亿,6.52,5.02,CNY
SZ002324,普利特,12.33,12.20,13.51,10.43万手,11.97,12.28,11.05,1.26亿,0.77,2.12%,49.13,53.45,-18.28%,2.93%,62.42,4.21,0.23,0.06,8.45亿,102.93亿,2.89,0.51%,4.91亿,59.82亿,14.31,5.90,CNY
SZ000795,英洛华,5.39,5.15,5.70,38.06万手,5.05,5.18,4.66,1.98亿,1.14,3.36%,56.97,43.42,-4.77%,6.56%,42.07,2.66,0.12,0.00,11.34亿,59.97亿,1.99,0.00%,11.31亿,59.83亿,10.30,4.59,CNY
SH603987,康德莱,13.88,13.70,15.07,10.00万手,13.23,13.70,12.33,1.36亿,0.84,2.26%,47.46,35.13,38.86%,4.74%,35.18,3.66,0.39,0.15,4.42亿,59.84亿,3.70,1.11%,4.42亿,59.84亿,14.92,6.52,CNY
SZ000036,华联控股,4.10,4.06,4.48,81696手,4.05,4.07,3.66,3323.94万,1.06,0.55%,4.84,7.02,-9.16%,1.23%,7.35,1.14,0.58,0.40,14.84亿,60.10亿,3.54,9.88%,14.79亿,59.90亿,5.51,3.36,CNY
SZ000550,江铃汽车,11.73,11.57,12.72,29084手,11.49,11.56,10.40,3375.15万,0.84,0.56%,35.91,51.94,11.77%,2.08%,67.51,0.94,0.22,0.07,8.63亿,99.79亿,12.24,0.61%,5.18亿,59.93亿,28.44,11.21,CNY
SZ002163,中航三鑫,7.60,7.60,8.35,15.76万手,7.20,7.59,6.83,1.16亿,1.20,1.96%,224.00,64.99,-34.50%,5.27%,117.03,8.88,0.11,0.00,8.04亿,59.94亿,0.84,0.00%,8.03亿,59.94亿,7.75,3.90,CNY
SZ002920,德赛西威,50.47,48.65,53.42,38486手,48.25,48.56,43.70,1.89亿,0.89,3.15%,121.59,88.66,-6.84%,4.57%,92.27,6.32,0.55,0.20,5.50亿,269.56亿,7.76,0.41%,1.22亿,59.96亿,50.50,20.89,CNY
SZ002424,贵州百灵,8.37,8.35,9.15,43125手,8.19,8.32,7.49,3556.88万,0.99,0.59%,34.45,53.12,13.14%,2.16%,39.91,2.80,0.16,0.22,14.11亿,116.28亿,2.94,2.67%,7.28亿,59.97亿,11.89,7.99,CNY
SZ002312,三泰控股,4.64,4.60,5.08,11.27万手,4.48,4.62,4.16,5136.35万,0.96,0.85%,182.51,48.43,39.31%,3.46%,73.72,1.96,0.09,0.00,13.78亿,62.43亿,2.31,0.00%,13.24亿,59.99亿,5.86,3.20,CNY
SH600825,新华传媒,5.82,5.76,6.34,10.75万手,5.66,5.76,5.18,6185.62万,1.17,1.03%,亏损,544.62,-0.38%,2.78%,291.98,2.25,0.01,0.01,10.45亿,60.08亿,2.56,0.12%,10.45亿,60.08亿,6.16,4.09,CNY
SZ002266,浙富控股,3.71,3.71,4.08,90768手,3.64,3.71,3.34,3326.01万,1.08,0.55%,34.81,42.70,26.83%,1.89%,45.01,2.12,0.09,0.00,19.79亿,72.62亿,1.73,0.00%,16.38亿,60.10亿,5.58,3.58,CNY
SH600587,新华医疗,15.46,15.45,16.86,44925手,14.88,15.33,13.80,6777.36万,1.04,1.11%,45.39,18.23,56.83%,3.78%,7.04,1.44,0.82,0.10,4.06亿,60.64亿,10.36,0.67%,4.03亿,60.20亿,20.65,12.45,CNY
SH603290,斯达半导,155.67,150.68,166.31,41270手,147.58,151.19,136.07,6.25亿,0.76,10.32%,222.41,168.11,21.62%,5.35%,178.03,23.02,0.90,0.25,1.60亿,240.83亿,6.54,0.17%,4000.00万,60.21亿,180.00,15.29,CNY
SZ000517,荣安地产,2.52,2.51,2.76,69527手,2.44,2.51,2.26,1715.37万,1.35,0.28%,98.54,5.88,-16.20%,3.19%,4.11,1.14,0.42,0.10,31.84亿,77.69亿,2.14,4.10%,24.73亿,60.35亿,3.41,2.35,CNY
SZ002503,搜于特,2.88,2.81,3.07,93.91万手,2.73,2.79,2.51,2.63亿,0.75,4.29%,亏损,319.42,-6.48%,5.38%,41.12,1.59,0.01,0.00,30.93亿,85.35亿,1.74,0.00%,21.90亿,60.45亿,5.68,1.81,CNY
SH600928,西安银行,5.33,5.31,5.85,84973手,5.22,5.32,4.79,4473.97万,1.03,0.74%,7.56,8.48,48.13%,2.07%,8.71,0.95,0.62,0.18,44.44亿,232.89亿,5.50,3.53%,11.56亿,60.56亿,8.74,5.19,CNY
SZ300123,亚光科技,11.13,10.41,12.43,44.42万手,10.41,11.30,10.17,4.77亿,0.84,7.68%,86.04,39.19,41.96%,6.37%,37.87,2.12,0.27,0.03,10.08亿,105.90亿,4.97,0.28%,5.78亿,60.77亿,17.36,6.44,CNY
SZ002020,京新药业,10.75,10.73,11.77,78643手,10.34,10.70,9.63,8251.45万,1.00,1.34%,19.59,15.46,47.19%,3.83%,14.40,2.02,0.67,0.35,7.25亿,74.95亿,5.13,3.38%,5.88亿,60.79亿,14.12,9.61,CNY
SZ300303,聚飞光电,5.57,5.57,6.13,34.35万手,5.31,5.57,5.01,1.87亿,0.55,3.01%,31.07,22.16,38.87%,4.67%,22.04,3.01,0.24,0.10,12.78亿,67.99亿,1.77,1.88%,11.43亿,60.79亿,8.37,3.06,CNY
SZ300038,数知科技,7.73,7.71,8.48,12.90万手,7.51,7.71,6.94,9818.57万,0.90,1.60%,52.02,19.18,35.02%,2.85%,15.36,0.80,0.39,0.03,11.72亿,88.47亿,9.42,0.33%,8.06亿,60.83亿,11.73,7.51,CNY
SH600326,西藏天路,7.36,7.35,8.02,25.50万手,7.04,7.29,6.56,1.82亿,0.63,2.95%,亏损,16.23,66.96%,4.39%,14.07,1.80,0.43,0.08,8.65亿,61.01亿,3.91,1.14%,8.65亿,61.01亿,8.00,5.68,CNY
SH603538,美诺华,43.19,41.97,45.54,35676手,40.51,41.40,37.26,1.50亿,0.85,2.44%,35.87,41.10,-56.86%,6.47%,41.47,4.44,1.02,0.11,1.50亿,62.58亿,9.41,0.26%,1.46亿,61.05亿,45.80,18.64,CNY
SH600180,瑞茂通,6.10,6.01,6.64,16689手,6.01,6.04,5.44,1009.39万,0.90,0.16%,12.29,20.37,-15.41%,1.49%,14.78,0.97,0.30,0.12,10.16亿,61.09亿,6.18,2.03%,10.16亿,61.09亿,8.97,5.52,CNY
SZ002407,多氟多,10.75,10.50,11.62,81842手,10.36,10.56,9.50,8636.69万,0.67,1.41%,1461.29,亏损,-51.60%,3.69%,亏损,2.52,-0.67,0.01,6.84亿,72.22亿,4.19,0.10%,5.79亿,61.19亿,16.33,10.05,CNY
SZ300116,坚瑞沃能,1.63,1.62,1.78,18.67万手,1.61,1.62,1.46,3022.24万,0.65,0.49%,亏损,8.83,-10.29%,1.23%,24.74,12.46,0.18,0.00,45.00亿,72.90亿,0.13,0.00%,37.78亿,61.20亿,2.16,1.29,CNY
SH600284,浦东建设,6.48,6.47,7.10,56132手,6.30,6.45,5.81,3568.88万,0.99,0.58%,18.25,14.62,33.74%,2.79%,14.99,0.99,0.43,0.14,9.70亿,61.22亿,6.40,2.22%,9.70亿,61.22亿,8.15,5.99,CNY
